,AL,Random,Batch
0,0.9305555555555556,0.8888888888888888,0.9444444444444444
1,0.9305555555555556,0.9722222222222222,0.9444444444444444
2,0.9444444444444444,0.9722222222222222,0.9444444444444444
3,0.9444444444444444,0.9305555555555556,0.9861111111111112
4,0.9722222222222222,0.8888888888888888,0.9583333333333334
5,0.9305555555555556,0.8055555555555556,0.9444444444444444
6,0.9444444444444444,0.9722222222222222,0.9583333333333334
7,0.9444444444444444,0.9166666666666666,0.9166666666666666
8,0.9722222222222222,0.9861111111111112,0.9722222222222222
9,0.9583333333333334,0.9583333333333334,0.9722222222222222
10,0.9166666666666666,0.9722222222222222,0.9305555555555556
11,0.9166666666666666,0.9166666666666666,0.9861111111111112
12,0.9722222222222222,0.9722222222222222,0.9444444444444444
13,0.9305555555555556,0.9027777777777778,0.9305555555555556
14,0.9444444444444444,0.9305555555555556,0.9583333333333334
