,AL,Random,Batch
0,0.8941176470588236,0.9294117647058824,0.9176470588235294
1,0.8470588235294118,0.7764705882352941,0.9294117647058824
2,0.8,0.7411764705882353,0.9647058823529412
3,0.8352941176470589,0.8823529411764706,0.9647058823529412
4,0.8823529411764706,0.8235294117647058,0.8823529411764706
5,0.7294117647058823,0.788235294117647,0.8823529411764706
6,0.8235294117647058,0.7647058823529411,0.9294117647058824
7,0.8352941176470589,0.8941176470588236,0.9882352941176471
8,0.7647058823529411,0.7647058823529411,0.9411764705882353
9,0.8705882352941177,0.788235294117647,0.9176470588235294
10,0.7294117647058823,0.6941176470588235,0.8705882352941177
11,0.8823529411764706,0.7411764705882353,0.8823529411764706
12,0.8823529411764706,0.8,0.9411764705882353
13,0.8352941176470589,0.8117647058823529,0.9294117647058824
14,0.7058823529411765,0.8235294117647058,0.9529411764705882
