,AL,Random,Batch
0,0.8626198083067093,0.8402555910543131,0.8945686900958466
1,0.8814102564102564,0.8782051282051282,0.8782051282051282
2,0.8753993610223643,0.8817891373801917,0.9201277955271565
3,0.8878205128205128,0.8205128205128205,0.9134615384615384
4,0.8817891373801917,0.865814696485623,0.8817891373801917
5,0.7916666666666666,0.8685897435897436,0.9038461538461539
6,0.853035143769968,0.8722044728434505,0.8753993610223643
7,0.8493589743589743,0.8108974358974359,0.8782051282051282
8,0.8562300319488818,0.853035143769968,0.9041533546325878
9,0.8974358974358975,0.8653846153846154,0.9038461538461539
