,AL,Random,Batch
0,0.6589147286821705,0.6356589147286822,0.7984496124031008
1,0.7209302325581395,0.6744186046511628,0.8294573643410853
2,0.7131782945736435,0.6821705426356589,0.8062015503875969
3,0.7441860465116279,0.7131782945736435,0.8604651162790697
4,0.6744186046511628,0.7286821705426356,0.875968992248062
5,0.6666666666666666,0.6589147286821705,0.7984496124031008
6,0.7131782945736435,0.6589147286821705,0.8294573643410853
7,0.7364341085271318,0.7596899224806202,0.7906976744186046
8,0.7131782945736435,0.7364341085271318,0.8294573643410853
9,0.627906976744186,0.6356589147286822,0.7751937984496124
10,0.7441860465116279,0.751937984496124,0.8217054263565892
11,0.627906976744186,0.6821705426356589,0.813953488372093
12,0.751937984496124,0.6666666666666666,0.8372093023255814
13,0.6434108527131783,0.6666666666666666,0.7906976744186046
14,0.7131782945736435,0.7441860465116279,0.8062015503875969
