,AL,Random,Batch
0,0.8388888888888889,0.8277777777777777,0.9555555555555556
1,0.7247191011235955,0.7640449438202247,0.9550561797752809
2,0.7666666666666667,0.7055555555555556,0.9444444444444444
3,0.8876404494382022,0.6741573033707865,0.9606741573033708
4,0.6555555555555556,0.6777777777777778,0.9833333333333333
5,0.8146067415730337,0.702247191011236,0.949438202247191
6,0.7277777777777777,0.8722222222222222,0.9611111111111111
7,0.8370786516853933,0.8314606741573034,0.9438202247191011
8,0.8388888888888889,0.7388888888888889,0.9611111111111111
9,0.8033707865168539,0.8089887640449438,0.9719101123595506
