,AL,Random,Batch
0,0.8611111111111112,0.9444444444444444,0.9555555555555556
1,0.8595505617977528,0.9325842696629213,0.9550561797752809
2,0.8888888888888888,0.8555555555555555,0.9444444444444444
3,0.9606741573033708,0.8876404494382022,0.9606741573033708
4,0.8777777777777778,0.8166666666666667,0.9833333333333333
5,0.9269662921348315,0.8764044943820225,0.949438202247191
6,0.9222222222222223,0.8388888888888889,0.9611111111111111
7,0.9101123595505618,0.8932584269662921,0.9438202247191011
8,0.8333333333333334,0.9,0.9611111111111111
9,0.9438202247191011,0.949438202247191,0.9719101123595506
