,AL,Random,Batch
0,0.95,0.9277777777777778,0.9555555555555556
1,0.9044943820224719,0.9101123595505618,0.9550561797752809
2,0.9055555555555556,0.8555555555555555,0.9444444444444444
3,0.949438202247191,0.9044943820224719,0.9606741573033708
4,0.8555555555555555,0.9,0.9833333333333333
5,0.9382022471910112,0.898876404494382,0.949438202247191
6,0.9388888888888889,0.8722222222222222,0.9611111111111111
7,0.9269662921348315,0.9044943820224719,0.9438202247191011
8,0.9388888888888889,0.9222222222222223,0.9611111111111111
9,0.9269662921348315,0.8932584269662921,0.9719101123595506
