,AL,Random,Batch
0,0.9438596491228071,0.9614035087719298,0.9473684210526315
1,0.9471830985915493,0.9330985915492958,0.954225352112676
2,0.9578947368421052,0.9298245614035088,0.9614035087719298
3,0.9366197183098591,0.9471830985915493,0.9436619718309859
4,0.9368421052631579,0.8947368421052632,0.9473684210526315
5,0.9647887323943662,0.9436619718309859,0.9507042253521126
6,0.968421052631579,0.9087719298245615,0.9719298245614035
7,0.9295774647887324,0.897887323943662,0.9436619718309859
8,0.9578947368421052,0.8842105263157894,0.9543859649122807
9,0.9507042253521126,0.9507042253521126,0.9612676056338029
