,AL,Random,Batch
0,0.8945686900958466,0.8498402555910544,0.8945686900958466
1,0.8782051282051282,0.8782051282051282,0.8782051282051282
2,0.9201277955271565,0.8690095846645367,0.9201277955271565
3,0.9134615384615384,0.875,0.9134615384615384
4,0.8945686900958466,0.8945686900958466,0.8817891373801917
5,0.9038461538461539,0.842948717948718,0.9038461538461539
6,0.9105431309904153,0.8626198083067093,0.8753993610223643
7,0.8621794871794872,0.8814102564102564,0.8782051282051282
8,0.8817891373801917,0.8498402555910544,0.9041533546325878
9,0.9038461538461539,0.8621794871794872,0.9038461538461539
