,AL,Random,Batch
0,0.9508771929824561,0.9052631578947369,0.9473684210526315
1,0.9436619718309859,0.9366197183098591,0.954225352112676
2,0.9438596491228071,0.9087719298245615,0.9614035087719298
3,0.9401408450704225,0.9471830985915493,0.9436619718309859
4,0.9333333333333333,0.9192982456140351,0.9473684210526315
5,0.9683098591549296,0.9436619718309859,0.9507042253521126
6,0.9614035087719298,0.9333333333333333,0.9719298245614035
7,0.9330985915492958,0.9084507042253521,0.9436619718309859
8,0.9578947368421052,0.9333333333333333,0.9543859649122807
9,0.9401408450704225,0.9471830985915493,0.9612676056338029
