,AL,Random,Batch
0,0.9403508771929825,0.9017543859649123,0.9473684210526315
1,0.9436619718309859,0.9190140845070423,0.954225352112676
2,0.8771929824561403,0.8771929824561403,0.9614035087719298
3,0.8943661971830986,0.9084507042253521,0.9436619718309859
4,0.9122807017543859,0.8736842105263158,0.9473684210526315
5,0.9577464788732394,0.9295774647887324,0.9507042253521126
6,0.8947368421052632,0.8350877192982457,0.9719298245614035
7,0.9084507042253521,0.9084507042253521,0.9436619718309859
8,0.9228070175438596,0.9263157894736842,0.9543859649122807
9,0.9119718309859155,0.9119718309859155,0.9612676056338029
