,AL,Random,Batch
0,0.6,0.8111111111111111,0.9666666666666667
1,0.7272727272727273,0.8068181818181818,0.9090909090909091
2,0.7444444444444445,0.8555555555555555,0.9666666666666667
3,0.8409090909090909,0.9431818181818182,0.9090909090909091
4,0.9111111111111111,0.8555555555555555,0.9555555555555556
5,0.7613636363636364,0.7840909090909091,0.9545454545454546
6,0.7111111111111111,0.7444444444444445,0.9666666666666667
7,0.7045454545454546,0.8863636363636364,0.8409090909090909
8,0.7333333333333333,0.7555555555555555,0.9444444444444444
9,0.7954545454545454,0.8295454545454546,0.9204545454545454
