,AL,Random,Batch
0,0.8242811501597445,0.8434504792332268,0.8945686900958466
1,0.8205128205128205,0.8269230769230769,0.8782051282051282
2,0.8434504792332268,0.8690095846645367,0.9201277955271565
3,0.8621794871794872,0.8108974358974359,0.9134615384615384
4,0.8498402555910544,0.8242811501597445,0.8817891373801917
5,0.8365384615384616,0.8012820512820513,0.9038461538461539
6,0.8626198083067093,0.8562300319488818,0.8753993610223643
7,0.8525641025641025,0.8589743589743589,0.8782051282051282
8,0.8466453674121406,0.7571884984025559,0.9041533546325878
9,0.7724358974358975,0.8397435897435898,0.9038461538461539
