,AL,Random,Batch
0,0.6222222222222222,0.7111111111111111,0.9666666666666667
1,0.6931818181818182,0.75,0.9090909090909091
2,0.6777777777777778,0.7,0.9666666666666667
3,0.875,0.6590909090909091,0.9090909090909091
4,0.7333333333333333,0.6444444444444445,0.9555555555555556
5,0.7954545454545454,0.6931818181818182,0.9545454545454546
6,0.6444444444444445,0.6888888888888889,0.9666666666666667
7,0.7045454545454546,0.8295454545454546,0.8409090909090909
8,0.7555555555555555,0.9444444444444444,0.9444444444444444
9,0.6477272727272727,0.8181818181818182,0.9204545454545454
