,AL,Random,Batch
0,0.5357142857142857,0.5178571428571429,0.6607142857142857
1,0.5357142857142857,0.44642857142857145,0.6071428571428571
2,0.6785714285714286,0.5357142857142857,0.6964285714285714
3,0.4642857142857143,0.5,0.6785714285714286
4,0.5535714285714286,0.5178571428571429,0.6428571428571429
5,0.625,0.6607142857142857,0.6964285714285714
6,0.625,0.6964285714285714,0.6964285714285714
7,0.5714285714285714,0.6785714285714286,0.6428571428571429
8,0.5535714285714286,0.5714285714285714,0.7142857142857143
9,0.6071428571428571,0.6428571428571429,0.6428571428571429
10,0.6607142857142857,0.4642857142857143,0.7321428571428571
11,0.4642857142857143,0.6785714285714286,0.6607142857142857
12,0.6428571428571429,0.6428571428571429,0.6964285714285714
13,0.5714285714285714,0.44642857142857145,0.6785714285714286
14,0.5535714285714286,0.5535714285714286,0.6607142857142857
