,AL,Random,Batch
0,0.9444444444444444,0.7888888888888889,0.9666666666666667
1,0.8636363636363636,0.8522727272727273,0.9090909090909091
2,0.8888888888888888,0.8,0.9666666666666667
3,0.75,0.8863636363636364,0.9090909090909091
4,0.8888888888888888,0.8777777777777778,0.9555555555555556
5,0.7954545454545454,0.875,0.9545454545454546
6,0.8444444444444444,0.7111111111111111,0.9666666666666667
7,0.8409090909090909,0.8522727272727273,0.8409090909090909
8,0.8444444444444444,0.8,0.9444444444444444
9,0.7954545454545454,0.875,0.9204545454545454
