,AL,Random,Batch
0,0.8372093023255814,0.7751937984496124,0.8604651162790697
1,0.7984496124031008,0.7364341085271318,0.8062015503875969
2,0.7364341085271318,0.7441860465116279,0.813953488372093
3,0.8372093023255814,0.7596899224806202,0.8217054263565892
4,0.7906976744186046,0.7674418604651163,0.7906976744186046
5,0.751937984496124,0.7596899224806202,0.8217054263565892
6,0.7441860465116279,0.7674418604651163,0.8294573643410853
7,0.7829457364341085,0.7829457364341085,0.813953488372093
8,0.6744186046511628,0.7286821705426356,0.7674418604651163
9,0.7596899224806202,0.7209302325581395,0.7596899224806202
10,0.8449612403100775,0.7441860465116279,0.8217054263565892
11,0.7674418604651163,0.6434108527131783,0.7906976744186046
12,0.7441860465116279,0.7441860465116279,0.7906976744186046
13,0.7829457364341085,0.7364341085271318,0.7596899224806202
14,0.6666666666666666,0.8294573643410853,0.7751937984496124
