,AL,Random,Batch
0,0.42857142857142855,0.5,0.75
1,0.39285714285714285,0.4642857142857143,0.6607142857142857
2,0.5357142857142857,0.625,0.6071428571428571
3,0.625,0.6785714285714286,0.6785714285714286
4,0.6607142857142857,0.5535714285714286,0.7142857142857143
5,0.5892857142857143,0.7142857142857143,0.6964285714285714
6,0.4107142857142857,0.625,0.7142857142857143
7,0.5714285714285714,0.625,0.6607142857142857
8,0.4642857142857143,0.375,0.75
9,0.5714285714285714,0.5357142857142857,0.7321428571428571
10,0.4107142857142857,0.44642857142857145,0.6607142857142857
11,0.48214285714285715,0.625,0.7142857142857143
12,0.5892857142857143,0.6607142857142857,0.6428571428571429
13,0.625,0.5892857142857143,0.6607142857142857
14,0.4642857142857143,0.5714285714285714,0.6607142857142857
