,AL,Random,Batch
0,0.6428571428571429,0.7142857142857143,0.6071428571428571
1,0.5,0.7142857142857143,0.7142857142857143
2,0.5535714285714286,0.6964285714285714,0.6607142857142857
3,0.5714285714285714,0.7321428571428571,0.8035714285714286
4,0.44642857142857145,0.6964285714285714,0.7321428571428571
5,0.6607142857142857,0.48214285714285715,0.6964285714285714
6,0.6785714285714286,0.6964285714285714,0.7142857142857143
7,0.7142857142857143,0.6071428571428571,0.75
8,0.625,0.6428571428571429,0.7857142857142857
9,0.5714285714285714,0.6071428571428571,0.6785714285714286
10,0.5,0.5178571428571429,0.6428571428571429
11,0.5714285714285714,0.5357142857142857,0.5892857142857143
12,0.6964285714285714,0.625,0.7142857142857143
13,0.6428571428571429,0.6071428571428571,0.7142857142857143
14,0.7142857142857143,0.5892857142857143,0.6607142857142857
