,AL,Random,Batch
0,0.8941176470588236,0.9058823529411765,0.9529411764705882
1,0.9294117647058824,0.8823529411764706,0.9294117647058824
2,0.9647058823529412,0.8705882352941177,0.9647058823529412
3,0.9176470588235294,0.8117647058823529,0.9176470588235294
4,0.9294117647058824,0.8235294117647058,0.9411764705882353
5,0.9529411764705882,0.8823529411764706,0.9764705882352941
6,0.8588235294117647,0.9294117647058824,0.9529411764705882
7,0.8941176470588236,0.8,0.9411764705882353
8,0.9058823529411765,0.9176470588235294,0.9529411764705882
9,0.9529411764705882,0.7647058823529411,0.9882352941176471
10,0.8823529411764706,0.8941176470588236,0.8823529411764706
11,0.8823529411764706,0.8117647058823529,0.9294117647058824
12,0.8705882352941177,0.7058823529411765,0.9647058823529412
13,0.8588235294117647,0.8941176470588236,0.9411764705882353
14,0.9058823529411765,0.8235294117647058,0.9529411764705882
