,AL,Random,Batch
0,0.9861111111111112,0.9444444444444444,0.9861111111111112
1,0.9722222222222222,0.9722222222222222,0.9583333333333334
2,0.9722222222222222,0.9722222222222222,0.9861111111111112
3,0.9583333333333334,0.9444444444444444,0.9583333333333334
4,0.9583333333333334,0.9722222222222222,0.9583333333333334
5,0.9583333333333334,0.8472222222222222,0.9583333333333334
6,0.9722222222222222,0.9166666666666666,0.9722222222222222
7,0.9722222222222222,0.9444444444444444,0.9722222222222222
8,0.9305555555555556,0.9305555555555556,0.9583333333333334
9,0.9305555555555556,0.9583333333333334,0.9305555555555556
10,0.9583333333333334,0.9027777777777778,0.9583333333333334
11,0.9444444444444444,0.9305555555555556,0.9444444444444444
12,0.9444444444444444,0.9166666666666666,0.9444444444444444
13,0.9583333333333334,0.9861111111111112,0.9444444444444444
14,0.9583333333333334,0.9444444444444444,0.9583333333333334
