,AL,Random,Batch
0,0.9583333333333334,0.9444444444444444,0.9583333333333334
1,0.7916666666666666,1.0,0.9444444444444444
2,0.9444444444444444,0.8888888888888888,0.9305555555555556
3,0.9444444444444444,0.9305555555555556,0.9444444444444444
4,0.9444444444444444,0.9027777777777778,0.9444444444444444
5,0.9583333333333334,0.7638888888888888,0.9722222222222222
6,0.9444444444444444,0.9305555555555556,0.9583333333333334
7,0.9027777777777778,0.8194444444444444,0.9583333333333334
8,0.9027777777777778,0.9861111111111112,0.9583333333333334
9,0.8888888888888888,0.9444444444444444,0.875
10,0.9166666666666666,0.9027777777777778,0.9583333333333334
11,0.9583333333333334,0.8472222222222222,0.9166666666666666
12,0.9583333333333334,0.9305555555555556,0.9583333333333334
13,0.9444444444444444,0.9166666666666666,0.9583333333333334
14,0.9722222222222222,0.9305555555555556,0.9444444444444444
