,AL,Random,Batch
0,0.813953488372093,0.8294573643410853,0.8604651162790697
1,0.875968992248062,0.8604651162790697,0.8294573643410853
2,0.6744186046511628,0.7054263565891473,0.8294573643410853
3,0.6589147286821705,0.7596899224806202,0.8449612403100775
4,0.7674418604651163,0.7286821705426356,0.8527131782945736
5,0.7674418604651163,0.6744186046511628,0.8449612403100775
6,0.7674418604651163,0.7364341085271318,0.7906976744186046
7,0.7286821705426356,0.689922480620155,0.8682170542635659
8,0.7286821705426356,0.7441860465116279,0.8449612403100775
9,0.7751937984496124,0.7751937984496124,0.751937984496124
10,0.7209302325581395,0.7286821705426356,0.7751937984496124
11,0.813953488372093,0.7984496124031008,0.8062015503875969
12,0.7596899224806202,0.7364341085271318,0.7906976744186046
13,0.7751937984496124,0.8372093023255814,0.8217054263565892
14,0.7054263565891473,0.7286821705426356,0.7984496124031008
